t	x	y
1.42	5.64015	-7.1159
1.43	5.66722	-7.17577
1.44	5.6963	-7.23543
1.45	5.72818	-7.29535
1.46	5.76358	-7.35598
1.47	5.8032	-7.41776
1.48	5.84768	-7.48114
1.49	5.89767	-7.54655
1.5	5.95377	-7.61443
1.51	6.01655	-7.68521
1.52	6.08657	-7.75931
1.53	6.16428	-7.83714
1.54	6.25004	-7.91905
1.55	6.34407	-8.00537
1.56	6.44638	-8.09634
1.57	6.5567	-8.19208
1.58	6.67448	-8.29259
1.59	6.79882	-8.39765
1.6	6.92847	-8.50678
1.61	7.06192	-8.61921
1.62	7.19744	-8.7338
1.63	7.33318	-8.84911
1.64	7.46716	-8.96358
1.65	7.59741	-9.07575
1.66	7.72212	-9.18438
1.67	7.83979	-9.28853
1.68	7.9493	-9.38758
1.69	8.05	-9.4812
1.7	8.14169	-9.56935
1.71	8.22458	-9.65221
1.72	8.29917	-9.73016
1.73	8.36618	-9.8037
1.74	8.42649	-9.87347
1.75	8.48104	-9.94013
1.76	8.53079	-10.0044
1.77	8.57674	-10.0671
1.78	8.61983	-10.1289
1.79	8.66102	-10.1906
1.8	8.70126	-10.2529
1.81	8.74152	-10.3166
1.82	8.7828	-10.3825
1.83	8.82615	-10.4511
1.84	8.87268	-10.5232
1.85	8.92355	-10.5995
1.86	8.98	-10.6805
1.87	9.04327	-10.7668
1.88	9.11465	-10.859
1.89	9.19537	-10.9575
1.9	9.28658	-11.0626
1.91	9.38921	-11.1746
1.92	9.50384	-11.2935
1.93	9.63058	-11.419
1.94	9.76881	-11.5507
1.95	9.91707	-11.6877
1.96	10.073	-11.8287
1.97	10.2335	-11.9721
1.98	10.395	-12.1158
1.99	10.554	-12.2574
2	10.7069	-12.3944
2.01	10.8507	-12.5249
2.02	10.9828	-12.6472
2.03	11.102	-12.7606
2.04	11.2077	-12.8648
2.05	11.3006	-12.9601
2.06	11.3816	-13.0472
2.07	11.4524	-13.1268
2.08	11.5145	-13.2001
2.09	11.5697	-13.268
2.1	11.6198	-13.3314
2.11	11.6662	-13.3914
2.12	11.7105	-13.4486
2.13	11.7539	-13.5038
2.14	11.7976	-13.5579
2.15	11.8426	-13.6113
2.16	11.8899	-13.6648
2.17	11.9404	-13.7189
2.18	11.9947	-13.7743
2.19	12.0537	-13.8315
2.2	12.1181	-13.8912
2.21	12.1885	-13.9539
2.22	12.2656	-14.0203
2.23	12.3499	-14.091
2.24	12.4419	-14.1664
2.25	12.5418	-14.2472
2.26	12.6497	-14.3337
2.27	12.7656	-14.4262
2.28	12.8889	-14.5249
2.29	13.0189	-14.6296
2.3	13.1545	-14.7398
2.31	13.2943	-14.8546
2.32	13.4368	-14.9727
2.33	13.5802	-15.0923
2.34	13.7225	-15.2114
2.35	13.8619	-15.3281
2.36	13.9962	-15.4408
2.37	14.1238	-15.5482
2.38	14.2434	-15.6494
2.39	14.3541	-15.7441
2.4	14.4557	-15.8321
2.41	14.5481	-15.9137
2.42	14.6321	-15.9895
2.43	14.7083	-16.0601
2.44	14.7778	-16.1263
2.45	14.8415	-16.1891
2.46	14.9005	-16.2492
2.47	14.956	-16.3076
2.48	15.009	-16.3652
2.49	15.0606	-16.423
2.5	15.1118	-16.4818
2.51	15.1636	-16.5424
2.52	15.2172	-16.6056
2.53	15.2736	-16.6723
2.54	15.334	-16.743
2.55	15.3996	-16.8186
2.56	15.4717	-16.8998
2.57	15.5514	-16.987
2.58	15.64	-17.0809
2.59	15.7384	-17.182
2.6	15.8476	-17.2905
2.61	15.9681	-17.4064
2.62	16.0998	-17.5297
2.63	16.2421	-17.6598
2.64	16.3936	-17.7957
2.65	16.5519	-17.9361
2.66	16.7142	-18.0788
2.67	16.8773	-18.2214
2.68	17.0378	-18.3613
2.69	17.1925	-18.4959
2.7	17.3384	-18.623
2.71	17.4734	-18.7412
2.72	17.596	-18.8498
2.73	17.7059	-18.9485
2.74	17.8036	-19.0378
2.75	17.89	-19.1186
2.76	17.9666	-19.1919
2.77	18.035	-19.2587
2.78	18.0969	-19.3201
2.79	18.1538	-19.3772
2.8	18.2074	-19.431
2.81	18.259	-19.4822
2.82	18.3099	-19.5317
2.83	18.3612	-19.5802
2.84	18.4141	-19.6285
2.85	18.4694	-19.6772
2.86	18.5281	-19.727
2.87	18.591	-19.7785
2.88	18.6588	-19.8326
2.89	18.7323	-19.8897
2.9	18.8121	-19.9508
2.91	18.8989	-20.0164
2.92	18.9931	-20.0872
2.93	19.0952	-20.164
2.94	19.2052	-20.2471
2.95	19.3233	-20.3371
2.96	19.4489	-20.4343
2.97	19.5814	-20.5385
2.98	19.7199	-20.6493
2.99	19.863	-20.766
3	20.0094	-20.8872
3.01	20.1572	-21.011
3.02	20.3046	-21.1354
3.03	20.4494	-21.2581
3.04	20.5893	-21.3772
3.05	20.7223	-21.4912
3.06	20.8467	-21.5989
3.07	20.9616	-21.6996
3.08	21.0664	-21.7933
3.09	21.1614	-21.8801
3.1	21.2472	-21.9605
3.11	21.3246	-22.0352
3.12	21.3948	-22.1051
3.13	21.459	-22.1712
3.14	21.5185	-22.2343
3.15	21.5745	-22.2957
3.16	21.6282	-22.3562
3.17	21.6807	-22.4168
3.18	21.7333	-22.4785
3.19	21.787	-22.5421
3.2	21.8431	-22.6085
3.21	21.9027	-22.6786
3.22	21.9671	-22.753
3.23	22.0375	-22.8325
3.24	22.1152	-22.9178
3.25	22.2014	-23.0095
3.26	22.2972	-23.1081
3.27	22.4037	-23.2141
3.28	22.5214	-23.3275
3.29	22.6506	-23.4484
3.3	22.7909	-23.5764
3.31	22.941	-23.7106
3.32	23.099	-23.8498
3.33	23.262	-23.992
3.34	23.4269	-24.1349
3.35	23.5905	-24.2754
3.36	23.7494	-24.4109
3.37	23.9008	-24.5389
3.38	24.0421	-24.6579
3.39	24.1718	-24.7667
3.4	24.2892	-24.8653
3.41	24.3943	-24.954
3.42	24.4881	-25.0337
3.43	24.5716	-25.1053
3.44	24.6465	-25.1701
3.45	24.7143	-25.2293
3.46	24.7767	-25.2839
3.47	24.8352	-25.3351
3.48	24.8912	-25.3838
3.49	24.9461	-25.4308
3.5	25.0012	-25.477
3.51	25.0574	-25.5231
3.52	25.1159	-25.5699
3.53	25.1777	-25.6181
3.54	25.2435	-25.6684
3.55	25.3143	-25.7216
3.56	25.391	-25.7785
3.57	25.4741	-25.8397
3.58	25.5644	-25.9062
3.59	25.6625	-25.9786
3.6	25.7687	-26.0576
3.61	25.8833	-26.1439
3.62	26.0062	-26.2378
3.63	26.1371	-26.3397
3.64	26.2751	-26.4494
3.65	26.4193	-26.5663
3.66	26.5681	-26.6895
3.67	26.72	-26.8174
3.68	26.873	-26.9478
3.69	27.0249	-27.0784
3.7	27.1732	-27.2069
3.71	27.315	-27.3313
3.72	27.4483	-27.4498
3.73	27.5713	-27.5615
3.74	27.6832	-27.6656
3.75	27.7838	-27.7623
3.76	27.8738	-27.8517
3.77	27.9541	-27.9346
3.78	28.0259	-28.0118
3.79	28.0908	-28.0843
3.8	28.1501	-28.1531
3.81	28.2053	-28.2194
3.82	28.2578	-28.2842
3.83	28.309	-28.3485
3.84	28.3601	-28.4134
3.85	28.4124	-28.4798
3.86	28.4671	-28.5486
3.87	28.5255	-28.6207
3.88	28.5888	-28.6968
3.89	28.6583	-28.7777
3.9	28.7354	-28.8642
3.91	28.8212	-28.9568
3.92	28.9169	-29.056
3.93	29.0234	-29.1624
3.94	29.1414	-29.276
3.95	29.2712	-29.3969
3.96	29.4121	-29.5248
3.97	29.563	-29.6587
3.98	29.7219	-29.7976
3.99	29.8858	-29.9393
4	30.0516	-30.0813
4.01	30.2159	-30.2207
4.02	30.3757	-30.3545
4.03	30.5281	-30.4805
4.04	30.6707	-30.597
4.05	30.802	-30.7032
4.06	30.9212	-30.7988
4.07	31.0285	-30.8845
4.08	31.1246	-30.9612
4.09	31.2107	-31.0298
4.1	31.2881	-31.0918
4.11	31.3586	-31.1484
4.12	31.4235	-31.2008
4.13	31.4846	-31.2499
4.14	31.5431	-31.297
4.15	31.6005	-31.3428
4.16	31.658	-31.3883
4.17	31.7167	-31.4342
4.18	31.7778	-31.4814
4.19	31.8422	-31.5306
4.2	31.911	-31.5826
4.21	31.985	-31.6382
4.22	32.0651	-31.6981
4.23	32.1522	-31.7633
4.24	32.247	-31.8345
4.25	32.35	-31.9125
4.26	32.4618	-31.998
4.27	32.5825	-32.0916
4.28	32.7119	-32.1935
4.29	32.8497	-32.304
4.3	32.9947	-32.4226
4.31	33.1457	-32.5484
4.32	33.301	-32.68
4.33	33.4586	-32.8154
4.34	33.6161	-32.9523
4.35	33.7707	-33.088
4.36	33.9192	-33.2202
4.37	34.059	-33.3469
4.38	34.1877	-33.4665
4.39	34.3044	-33.5783
4.4	34.4086	-33.6821
4.41	34.5008	-33.7779
4.42	34.5822	-33.8665
4.43	34.6542	-33.9487
4.44	34.7185	-34.0255
4.45	34.7768	-34.0982
4.46	34.8306	-34.1677
4.47	34.8816	-34.2352
4.48	34.9313	-34.3018
4.49	34.981	-34.3686
4.5	35.032	-34.4365
4.51	35.0856	-34.5065
4.52	35.1431	-34.5793
4.53	35.2057	-34.6559
4.54	35.2747	-34.7368
4.55	35.3514	-34.823
4.56	35.4369	-34.9149
4.57	35.5323	-35.0132
4.58	35.6385	-35.1183
4.59	35.7562	-35.2303
4.6	35.8854	-35.3494
4.61	36.0256	-35.4751
4.62	36.1757	-35.6069
4.63	36.3335	-35.7434
4.64	36.4963	-35.8828
4.65	36.6611	-36.0225
4.66	36.8246	-36.1595
4.67	36.9838	-36.291
4.68	37.1362	-36.4146
4.69	37.2794	-36.5288
4.7	37.4119	-36.6327
4.71	37.5329	-36.7262
4.72	37.6424	-36.8099
4.73	37.741	-36.8845
4.74	37.8297	-36.9514
4.75	37.9098	-37.0117
4.76	37.9829	-37.0666
4.77	38.0504	-37.1176
4.78	38.1138	-37.1656
4.79	38.1744	-37.2117
4.8	38.2336	-37.257
4.81	38.2928	-37.3022
4.82	38.3529	-37.3483
4.83	38.4152	-37.3961
4.84	38.4807	-37.4464
4.85	38.5505	-37.4999
4.86	38.6255	-37.5575
4.87	38.7068	-37.6201
4.88	38.7951	-37.6883
4.89	38.8913	-37.7632
4.9	38.9962	-37.8453
4.91	39.1102	-37.9355
4.92	39.2335	-38.0342
4.93	39.3661	-38.1417
4.94	39.5073	-38.2579
4.95	39.6563	-38.3824
4.96	39.8113	-38.5141
4.97	39.9706	-38.6512
4.98	40.1318	-38.7915
4.99	40.2922	-38.9326
5	40.4485	-39.0718
5.01	40.5974	-39.2066
5.02	40.736	-39.335
5.03	40.8623	-39.4556
5.04	40.9754	-39.5677
5.05	41.0754	-39.6713
5.06	41.1631	-39.7668
5.07	41.24	-39.8548
5.08	41.3078	-39.9365
5.09	41.3683	-40.0128
5.1	41.4233	-40.085
5.11	41.4746	-40.1543
5.12	41.5239	-40.2216
5.13	41.5724	-40.2882
5.14	41.6218	-40.3549
5.15	41.6731	-40.4227
5.16	41.7278	-40.4925
5.17	41.7868	-40.5651
5.18	41.8516	-40.6412
5.19	41.9231	-40.7217
5.2	42.0025	-40.807
5.21	42.091	-40.898
5.22	42.1893	-40.995
5.23	42.2982	-41.0984
5.24	42.418	-41.2086
5.25	42.5488	-41.3254
5.26	42.6897	-41.4486
5.27	42.8393	-41.5774
5.28	42.9957	-41.7104
5.29	43.156	-41.8458
5.3	43.3175	-41.9809
5.31	43.4774	-42.1128
5.32	43.6328	-42.2389
5.33	43.7816	-42.3571
5.34	43.9217	-42.466
5.35	44.0518	-42.565
5.36	44.1712	-42.654
5.37	44.2798	-42.7337
5.38	44.3783	-42.805
5.39	44.4674	-42.8688
5.4	44.5484	-42.9265
5.41	44.6227	-42.9793
5.42	44.6915	-43.0285
5.43	44.7562	-43.0751
5.44	44.8183	-43.1202
5.45	44.8788	-43.1648
5.46	44.939	-43.2099
5.47	45.0001	-43.2562
5.48	45.0632	-43.3046
5.49	45.1293	-43.3559
5.5	45.1995	-43.411
5.51	45.2748	-43.4705
5.52	45.3563	-43.5354
5.53	45.4449	-43.6065
5.54	45.5415	-43.6844
5.55	45.6468	-43.77
5.56	45.7615	-43.8639
5.57	45.8858	-43.9666
5.58	46.0196	-44.0781
5.59	46.1624	-44.1984
5.6	46.3132	-44.3268
5.61	46.4702	-44.462
5.62	46.6313	-44.6023
5.63	46.7942	-44.7453
5.64	46.9557	-44.8883
5.65	47.1124	-45.0288
5.66	47.2609	-45.1643
5.67	47.3984	-45.2927
5.68	47.523	-45.4128
5.69	47.634	-45.5241
5.7	47.7317	-45.6265
5.71	47.8171	-45.7205
5.72	47.8919	-45.8069
5.73	47.9577	-45.8869
5.74	48.0166	-45.9615
5.75	48.0704	-46.0318
5.76	48.1209	-46.0991
5.77	48.1695	-46.1643
5.78	48.2179	-46.2284
5.79	48.2672	-46.2924
5.8	48.3187	-46.3571
5.81	48.3735	-46.4233
5.82	48.4327	-46.4918
5.83	48.4974	-46.5634
5.84	48.5686	-46.6387
5.85	48.6471	-46.7183
5.86	48.734	-46.803
5.87	48.83	-46.8931
5.88	48.9357	-46.9893
5.89	49.0514	-47.0917
5.9	49.177	-47.2005
5.91	49.3119	-47.3156
5.92	49.4552	-47.4363
5.93	49.605	-47.5618
5.94	49.7592	-47.6904
5.95	49.9153	-47.8199
5.96	50.071	-47.9476
5.97	50.2238	-48.0709
5.98	50.3715	-48.1878
5.99	50.5122	-48.2966
6	50.6445	-48.3964
6.01	50.7673	-48.487
6.02	50.8804	-48.5685
6.03	50.9838	-48.6417
6.04	51.0781	-48.7074
6.05	51.1641	-48.7667
6.06	51.243	-48.8208
6.07	51.3159	-48.8708
6.08	51.3841	-48.9179
6.09	51.4487	-48.9631
6.1	51.5109	-49.0075
6.11	51.5719	-49.052
6.12	51.6327	-49.0975
6.13	51.6945	-49.1449
6.14	51.7583	-49.1949
6.15	51.8252	-49.2483
6.16	51.8962	-49.306
6.17	51.9724	-49.3688
6.18	52.0547	-49.4372
6.19	52.1443	-49.5123
6.2	52.242	-49.5946
6.21	52.3486	-49.6848
6.22	52.4647	-49.7834
6.23	52.5906	-49.8907
6.24	52.7261	-50.0068
6.25	52.8706	-50.1312
6.26	53.0229	-50.2632
6.27	53.181	-50.4011
6.28	53.3428	-50.543
6.29	53.5055	-50.6866
6.3	53.6659	-50.8291
6.31	53.8206	-50.9679
6.32	53.9663	-51.1007
6.33	54.1005	-51.2258
6.34	54.2217	-51.342
6.35	54.3295	-51.449
6.36	54.4243	-51.547
6.37	54.5074	-51.6366
6.38	54.5803	-51.7187
6.39	54.645	-51.7945
6.4	54.7032	-51.8649
6.41	54.7567	-51.931
6.42	54.8072	-51.994
6.43	54.8563	-52.0547
6.44	54.9052	-52.1141
6.45	54.9551	-52.173
6.46	55.0073	-52.2321
6.47	55.0625	-52.2922
6.48	55.1219	-52.3541
6.49	55.1863	-52.4184
6.5	55.2566	-52.4858
6.51	55.3335	-52.5569
6.52	55.4178	-52.6323
6.53	55.5102	-52.7127
6.54	55.6111	-52.7986
6.55	55.7209	-52.8903
6.56	55.8395	-52.9882
6.57	55.9666	-53.0923
6.58	56.1013	-53.2024
6.59	56.2426	-53.3179
6.6	56.3888	-53.4377
6.61	56.5379	-53.5602
6.62	56.6881	-53.6831
6.63	56.8372	-53.804
6.64	56.9832	-53.9207
6.65	57.1243	-54.0314
6.66	57.2589	-54.1347
6.67	57.3856	-54.23
6.68	57.5038	-54.3169
6.69	57.613	-54.3957
6.7	57.7134	-54.4671
6.71	57.8055	-54.5316
6.72	57.8901	-54.5904
6.73	57.968	-54.6445
6.74	58.0404	-54.6948
6.75	58.1083	-54.7426
6.76	58.1728	-54.7887
6.77	58.2349	-54.8342
6.78	58.2957	-54.8801
6.79	58.3563	-54.9271
6.8	58.4176	-54.9762
6.81	58.4807	-55.0281
6.82	58.5466	-55.0837
6.83	58.6163	-55.1436
6.84	58.691	-55.2086
6.85	58.7717	-55.2795
6.86	58.8594	-55.357
6.87	58.9551	-55.4416
6.88	59.0597	-55.534
6.89	59.1738	-55.6347
6.9	59.2979	-55.7437
6.91	59.4318	-55.8612
6.92	59.5749	-55.9865
6.93	59.726	-56.1189
6.94	59.8832	-56.2568
6.95	60.0441	-56.3982
6.96	60.2061	-56.5407
6.97	60.3659	-56.6816
6.98	60.5203	-56.8185
6.99	60.6663	-56.9489
7	60.8013	-57.0711
7.01	60.9239	-57.1843
7.02	61.0336	-57.2879
7.03	61.1308	-57.3824
7.04	61.2166	-57.4683
7.05	61.2924	-57.5466
7.06	61.3599	-57.6182
7.07	61.4208	-57.6843
7.08	61.4768	-57.7458
7.09	61.5296	-57.8038
7.1	61.5806	-57.8592
7.11	61.631	-57.9127
7.12	61.6821	-57.9652
7.13	61.7348	-58.0173
7.14	61.7902	-58.0699
7.15	61.849	-58.1235
7.16	61.9122	-58.1788
7.17	61.9804	-58.2365
7.18	62.0544	-58.2973
7.19	62.1348	-58.3618
7.2	62.2222	-58.4307
7.21	62.3171	-58.5045
7.22	62.4199	-58.5839
7.23	62.5305	-58.6693
7.24	62.6491	-58.761
7.25	62.775	-58.8591
7.26	62.9075	-58.9636
7.27	63.0457	-59.0738
7.28	63.188	-59.1887
7.29	63.3331	-59.307
7.3	63.4791	-59.4265
7.31	63.6243	-59.5451
7.32	63.7668	-59.6605
7.33	63.9049	-59.7711
7.34	64.0367	-59.8755
7.35	64.1612	-59.9729
7.36	64.2774	-60.0628
7.37	64.385	-60.1454
7.38	64.484	-60.2209
7.39	64.5749	-60.29
7.4	64.6583	-60.3535
7.41	64.7351	-60.4123
7.42	64.8063	-60.4675
7.43	64.873	-60.5199
7.44	64.9361	-60.5706
7.45	64.9968	-60.6206
7.46	65.0561	-60.6707
7.47	65.1149	-60.722
7.48	65.1743	-60.7751
7.49	65.2354	-60.8311
7.5	65.2991	-60.8906
7.51	65.3665	-60.9543
7.52	65.4389	-61.0231
7.53	65.5172	-61.0977
7.54	65.6026	-61.1786
7.55	65.6962	-61.2666
7.56	65.7989	-61.3621
7.57	65.9115	-61.4654
7.58	66.0343	-61.5768
7.59	66.1674	-61.6962
7.6	66.3101	-61.8229
7.61	66.4611	-61.9562
7.62	66.6184	-62.0943
7.63	66.7796	-62.2354
7.64	66.9416	-62.3769
7.65	67.1016	-62.5161
7.66	67.2563	-62.6504
7.67	67.4028	-62.7775
7.68	67.5388	-62.896
7.69	67.663	-63.0049
7.7	67.7749	-63.1039
7.71	67.8747	-63.1936
7.72	67.9634	-63.2745
7.73	68.0424	-63.3477
7.74	68.1131	-63.4143
7.75	68.1773	-63.4752
7.76	68.2365	-63.5317
7.77	68.2922	-63.5845
7.78	68.3459	-63.6347
7.79	68.3988	-63.6829
7.8	68.4521	-63.7301
7.81	68.5068	-63.7767
7.82	68.5638	-63.8237
7.83	68.624	-63.8716
7.84	68.6882	-63.9211
7.85	68.7572	-63.9729
7.86	68.8316	-64.0278
7.87	68.9122	-64.0863
7.88	68.9994	-64.1493
7.89	69.0938	-64.2174
7.9	69.1957	-64.2913
7.91	69.3053	-64.3714
7.92	69.4225	-64.4584
7.93	69.547	-64.5524
7.94	69.6782	-64.6534
7.95	69.8151	-64.7612
7.96	69.9566	-64.8748
7.97	70.1014	-64.9932
7.98	70.2478	-65.1144
7.99	70.3941	-65.2364
8	70.5385	-65.3569
8.01	70.6787	-65.474
8.02	70.8129	-65.5861
8.03	70.9395	-65.692
8.04	71.0573	-65.791
8.05	71.1657	-65.8828
8.06	71.2649	-65.9677
8.07	71.355	-66.046
8.08	71.437	-66.1185
8.09	71.5118	-66.1859
8.1	71.5804	-66.2493
8.11	71.6442	-66.3096
8.12	71.7041	-66.3677
8.13	71.7614	-66.4248
8.14	71.8172	-66.4817
8.15	71.8725	-66.5394
8.16	71.9285	-66.5988
8.17	71.9863	-66.6608
8.18	72.047	-66.7261
8.19	72.1118	-66.7955
8.2	72.1818	-66.8699
8.21	72.2583	-66.9497
8.22	72.3425	-67.0358
8.23	72.4354	-67.1287
8.24	72.5381	-67.2289
8.25	72.6514	-67.3366
8.26	72.7755	-67.4519
8.27	72.9105	-67.5747
8.28	73.0554	-67.7043
8.29	73.2088	-67.8396
8.3	73.3684	-67.9792
8.31	73.5313	-68.1206
8.32	73.6945	-68.2613
8.33	73.8548	-68.3985
8.34	74.0092	-68.5295
8.35	74.1551	-68.6523
8.36	74.2904	-68.7657
8.37	74.4139	-68.8689
8.38	74.5254	-68.962
8.39	74.6252	-69.0457
8.4	74.7143	-69.1208
8.41	74.7941	-69.1884
8.42	74.8661	-69.2498
8.43	74.9318	-69.3059
8.44	74.9927	-69.358
8.45	75.0505	-69.4069
8.46	75.1063	-69.4536
8.47	75.1615	-69.4989
8.48	75.2172	-69.5435
8.49	75.2745	-69.5883
8.5	75.3343	-69.6338
8.51	75.3975	-69.6809
8.52	75.465	-69.7302
8.53	75.5376	-69.7825
8.54	75.616	-69.8385
8.55	75.701	-69.8991
8.56	75.793	-69.9648
8.57	75.8926	-70.0366
8.58	76.0002	-70.115
8.59	76.1158	-70.2006
8.6	76.2393	-70.2939
8.61	76.3703	-70.395
8.62	76.5079	-70.5037
8.63	76.6512	-70.6194
8.64	76.7986	-70.7411
8.65	76.9487	-70.8671
8.66	77.0997	-70.9954
8.67	77.2494	-71.1235
8.68	77.3952	-71.2494
8.69	77.5349	-71.3711
8.7	77.6661	-71.4869
8.71	77.7875	-71.596
8.72	77.8983	-71.6977
8.73	77.9984	-71.792
8.74	78.0881	-71.8794
8.75	78.1686	-71.9604
8.76	78.2409	-72.0358
8.77	78.3064	-72.1066
8.78	78.3665	-72.1739
8.79	78.4225	-72.2386
8.8	78.4759	-72.3019
8.81	78.5278	-72.3647
8.82	78.5795	-72.4279
8.83	78.6323	-72.4927
8.84	78.6872	-72.5598
8.85	78.7456	-72.63
8.86	78.8085	-72.7042
8.87	78.8774	-72.783
8.88	78.9534	-72.8673
8.89	79.0377	-72.9575
8.9	79.1315	-73.0544
8.91	79.2357	-73.1581
8.92	79.3511	-73.2692
8.93	79.4778	-73.3874
8.94	79.6155	-73.5126
8.95	79.7633	-73.6441
8.96	79.9193	-73.7807
8.97	80.0808	-73.9206
8.98	80.2449	-74.0614
8.99	80.4082	-74.2003
9	80.5679	-74.3345
9.01	80.721	-74.4614
9.02	80.8651	-74.5793
9.03	80.9985	-74.6872
9.04	81.1203	-74.7848
9.05	81.2302	-74.8724
9.06	81.3289	-74.9507
9.07	81.4174	-75.0208
9.08	81.4971	-75.0839
9.09	81.5693	-75.1413
9.1	81.6356	-75.1941
9.11	81.6976	-75.2434
9.12	81.7566	-75.2901
9.13	81.814	-75.3353
9.14	81.8711	-75.3798
9.15	81.9289	-75.4244
9.16	81.9885	-75.4698
9.17	82.051	-75.5168
9.18	82.1173	-75.5661
9.19	82.1884	-75.6186
9.2	82.265	-75.675
9.21	82.348	-75.736
9.22	82.4381	-75.8026
9.23	82.536	-75.8754
9.24	82.6422	-75.9552
9.25	82.7569	-76.0426
9.26	82.8803	-76.1381
9.27	83.012	-76.2419
9.28	83.1513	-76.354
9.29	83.2972	-76.4738
9.3	83.4482	-76.6002
9.31	83.6026	-76.7317
9.32	83.7584	-76.866
9.33	83.9132	-77.0008
9.34	84.0642	-77.1338
9.35	84.2083	-77.2626
9.36	84.3431	-77.3855
9.37	84.4669	-77.5012
9.38	84.5786	-77.6093
9.39	84.6784	-77.7094
9.4	84.7668	-77.802
9.41	84.845	-77.8878
9.42	84.9144	-77.9676
9.43	84.9767	-78.0424
9.44	85.0335	-78.1134
9.45	85.0863	-78.1815
9.46	85.1367	-78.248
9.47	85.1859	-78.3138
9.48	85.2354	-78.38
